payment_id,order_id,amount,method,utr,created_at,status
PAY-000950,ORD-000962,2499.00,UPI,UTR-IND-000962B,2026-08-25T18:24:00+00:00,SUCCESS
PAY-000951,ORD-000963,2499.00,UPI,UTR-IND-000963A,2026-08-02T18:22:00+00:00,SUCCESS
PAY-000952,ORD-000963,2499.00,UPI,UTR-IND-000963B,2026-08-02T18:24:00+00:00,SUCCESS
PAY-000953,ORD-000964,2499.00,UPI,UTR-IND-000964A,2026-08-04T18:22:00+00:00,SUCCESS
PAY-000954,ORD-000964,2499.00,UPI,UTR-IND-000964B,2026-08-04T18:24:00+00:00,SUCCESS
PAY-000955,ORD-000965,2499.00,UPI,UTR-IND-000965A,2026-08-06T18:22:00+00:00,SUCCESS
PAY-000956,ORD-000965,2499.00,UPI,UTR-IND-000965B,2026-08-06T18:24:00+00:00,SUCCESS
PAY-000957,ORD-000966,2499.00,UPI,UTR-IND-000966A,2026-08-08T18:22:00+00:00,SUCCESS
PAY-000958,ORD-000966,2499.00,UPI,UTR-IND-000966B,2026-08-08T18:24:00+00:00,SUCCESS
PAY-000959,ORD-000967,2499.00,UPI,UTR-IND-000967A,2026-08-10T18:22:00+00:00,SUCCESS
PAY-000960,ORD-000967,2499.00,UPI,UTR-IND-000967B,2026-08-10T18:24:00+00:00,SUCCESS
PAY-000961,ORD-000968,2499.00,UPI,UTR-IND-000968A,2026-08-12T18:22:00+00:00,SUCCESS
PAY-000962,ORD-000968,2499.00,UPI,UTR-IND-000968B,2026-08-12T18:24:00+00:00,SUCCESS
PAY-000963,ORD-000969,2499.00,UPI,UTR-IND-000969A,2026-08-14T18:22:00+00:00,SUCCESS
PAY-000964,ORD-000969,2499.00,UPI,UTR-IND-000969B,2026-08-14T18:24:00+00:00,SUCCESS
PAY-000965,ORD-000970,2499.00,UPI,UTR-IND-000970A,2026-08-16T18:22:00+00:00,SUCCESS
PAY-000966,ORD-000970,2499.00,UPI,UTR-IND-000970B,2026-08-16T18:24:00+00:00,SUCCESS
PAY-000967,ORD-000991,7500.00,UPI,UTR-IND-00000991,2026-08-24T10:35:00+00:00,SUCCESS
PAY-000968,ORD-000992,9999.00,UPI,UTR-IND-00000992,2026-08-02T10:35:00+00:00,SUCCESS
PAY-000969,ORD-000993,25000.00,UPI,UTR-IND-00000993,2026-08-05T10:35:00+00:00,SUCCESS
PAY-000970,ORD-000994,1299.00,UPI,UTR-IND-00000994,2026-08-08T10:35:00+00:00,SUCCESS
PAY-000971,ORD-000995,7500.00,UPI,UTR-IND-00000995,2026-08-11T10:35:00+00:00,SUCCESS
PAY-000972,ORD-000996,299.00,UPI,UTR-IND-00000996,2026-08-14T10:35:00+00:00,SUCCESS
PAY-000973,ORD-000997,49999.00,UPI,UTR-IND-00000997,2026-08-17T10:35:00+00:00,SUCCESS
PAY-000974,ORD-000998,999.00,UPI,UTR-IND-00000998,2026-08-20T10:35:00+00:00,SUCCESS
PAY-000975,ORD-000999,3499.00,UPI,UTR-IND-00000999,2026-08-23T10:35:00+00:00,SUCCESS
PAY-000976,ORD-001000,14999.00,UPI,UTR-IND-00001000,2026-08-01T10:35:00+00:00,SUCCESS
